train_acc,train_loss,val_acc,val_loss
0.023368421052631583,4.4719334,0.034,4.476841
0.046463157894736845,4.191768,0.06240000000000001,4.070887
0.06,4.0377,0.07640000000000001,3.989235
0.07128421052631578,3.9578042,0.08839999999999999,3.871559
0.08223157894736842,3.8744984,0.08200000000000002,3.8918366
0.09280000000000002,3.8036203,0.10360000000000001,3.734711
0.11065263157894738,3.7194433,0.1012,3.7465076
0.12202105263157896,3.6507895,0.12239999999999998,3.6159883
0.1347578947368421,3.57475,0.1476,3.5141819
0.14877894736842107,3.4945045,0.1476,3.514716
0.16130526315789473,3.4254436,0.172,3.3753843
0.17715789473684213,3.3378391,0.1784,3.3269417
0.1898315789473684,3.267924,0.1888,3.2802694
0.20229473684210528,3.1936707,0.17200000000000004,3.377785
0.21330526315789475,3.1291828,0.19639999999999996,3.2826378
0.22570526315789474,3.0633054,0.21479999999999996,3.14246
0.2372421052631579,3.006594,0.23360000000000003,3.031478
0.2525263157894737,2.9384103,0.26720000000000005,2.8962588
0.2638105263157895,2.8795693,0.24080000000000001,3.0743878
0.2716842105263158,2.8307838,0.28,2.8221865
0.28421052631578947,2.774154,0.2328,3.1602128
0.29122105263157894,2.7239795,0.2884,2.754932
0.29997894736842107,2.685366,0.2988,2.6878552
0.3093894736842105,2.647646,0.294,2.7416902
0.31808421052631575,2.607684,0.31639999999999996,2.657504
0.32768421052631574,2.5657656,0.29279999999999995,2.7642605
0.3317473684210526,2.5351434,0.31639999999999996,2.6591308
0.3406526315789474,2.4949014,0.3284,2.5757217
0.34593684210526315,2.4606724,0.3124,2.7382398
0.35381052631578946,2.4329307,0.34080000000000005,2.5142252
0.36048421052631585,2.4023407,0.33440000000000003,2.5115728
0.3679368421052631,2.3722446,0.33,2.5867746
0.37103157894736843,2.3401449,0.35400000000000004,2.4682353
0.3770105263157895,2.3206482,0.37560000000000004,2.3700542
0.3850736842105263,2.2868133,0.338,2.5444496
0.3896,2.267188,0.3676,2.385163
0.3964210526315789,2.2386847,0.35480000000000006,2.419889
0.40004210526315787,2.2187972,0.3676,2.3762472
0.4020842105263158,2.2009337,0.3728,2.385684
0.4083157894736842,2.1759517,0.3728,2.4019709
0.4134105263157895,2.1580737,0.3704,2.3609588
0.41717894736842104,2.134957,0.3724,2.392311
0.42269473684210535,2.1156049,0.3899999999999999,2.300845
0.4293263157894737,2.0977957,0.408,2.2253284
0.4316842105263157,2.0785775,0.3867999999999999,2.3898368
0.43322105263157895,2.067029,0.4079999999999999,2.2558215
0.4413473684210526,2.0406902,0.41519999999999996,2.208322
0.4439789473684211,2.0246456,0.3936,2.3027444
0.44387368421052625,2.0165288,0.4023999999999999,2.247444
0.4501263157894737,1.9967855,0.40840000000000004,2.200806
0.454421052631579,1.9827366,0.4176,2.1916463
0.4562315789473684,1.9628594,0.414,2.1988626
0.46037894736842105,1.9533417,0.4232,2.1617203
0.46450526315789475,1.9329324,0.4208,2.167391
0.46989473684210525,1.9182984,0.4236,2.1598883
0.4697684210526316,1.9123368,0.43320000000000003,2.118792
0.47517894736842103,1.8963908,0.43119999999999997,2.1131835
0.4780421052631579,1.8802785,0.43360000000000004,2.1136997
0.4809684210526316,1.8697252,0.42200000000000004,2.1325467
0.4825052631578947,1.8582625,0.43360000000000004,2.1332023
0.48637894736842113,1.8465737,0.4472,2.1025066
0.48934736842105264,1.8279084,0.44,2.1095076
0.4926315789473684,1.826098,0.4396,2.0895314
0.4980842105263158,1.8074193,0.45160000000000006,2.0522516
0.4962947368421053,1.7976584,0.44799999999999995,2.10051
0.49953684210526317,1.7828548,0.4368,2.0811875
0.5007368421052631,1.7777753,0.4463999999999999,2.073098
0.5067368421052632,1.7636726,0.4456,2.0872657
0.5077894736842105,1.7590483,0.4432000000000001,2.068679
0.5128842105263158,1.7443486,0.452,2.0371695
0.5128842105263158,1.7331457,0.4576,2.0491264
0.5167368421052632,1.7257009,0.45519999999999994,2.0525174
0.5166947368421053,1.719272,0.4563999999999999,2.051357
0.5199368421052631,1.7053881,0.44999999999999996,2.0484953
0.5218736842105263,1.7016537,0.4504000000000001,2.0626845
0.522378947368421,1.6905019,0.45399999999999996,2.0328772
0.5249263157894737,1.6905968,0.4596,2.0367594
0.5269473684210526,1.6801264,0.4628,2.04041
0.5271789473684211,1.6764334,0.462,2.0074914
0.5294105263157896,1.6651326,0.4648,2.0066879
0.5306736842105264,1.6641036,0.4584,2.0208466
0.5324421052631579,1.6551243,0.4632,2.0024838
0.5357263157894737,1.6465982,0.46480000000000005,1.9989606
0.5358315789473684,1.6451954,0.47559999999999997,1.9846784
0.5382526315789474,1.6393448,0.4572,1.9948522
0.5386315789473685,1.6316006,0.4648,1.9944725
0.5378736842105263,1.6332978,0.46759999999999996,1.9891266
0.5397684210526316,1.6248666,0.46399999999999997,2.0051906
0.5395368421052631,1.6209502,0.46880000000000005,1.9956731
0.5418315789473684,1.6176418,0.46520000000000006,1.996903
0.541578947368421,1.6212968,0.4708,1.9863713
0.5407157894736843,1.6203957,0.4692,1.9914299
0.5409684210526317,1.6177356,0.4716,1.9994454
0.5426105263157895,1.613195,0.46599999999999997,1.9890006
0.543621052631579,1.6113421,0.46520000000000006,2.001159
0.5464842105263158,1.6026248,0.47119999999999995,1.9864708
0.5464842105263158,1.6066065,0.47039999999999993,1.9918921
0.5469263157894737,1.6026483,0.468,1.9977639
0.5484421052631578,1.5969052,0.46760000000000007,1.9987688
0.5482526315789473,1.6006695,0.47240000000000004,1.9911193
